id,ma_khach_hang,noi_dung_binh_luan,ngay_binh_luan,gio_binh_luan,so_sao,ma_san_pham,thai_do
6131,2742,trung_thành,13/06/2022,15:37,5,422212870,positive
6132,975,có_thể,11/4/2023,22:57,4,422210280,positive
6133,2287,nóng_nực mát_da,31/10/2022,20:45,3,100150058,negative
6134,2955,đặc_biệt,26/12/2021,16:04,3,422208974,negative
6135,1197,,19/02/2022,21:24,5,249500013,positive
6136,2338,,2/5/2023,11:26,5,204100054,positive
6137,197,,28/06/2022,15:01,5,422204259,positive
6138,2388,dễ_dàng thoải_mái,28/04/2023,15:54,5,422205163,positive
6139,2345,dễ_dàng thoải_mái,1/5/2023,17:15,5,308500009,positive
6140,3582,nhất_định đặc_biệt có_thể,14/05/2022,22:38,5,422212871,positive
6141,1713,dễ_chịu,22/11/2023,12:03,5,100220037,positive
6142,2536,,14/11/2020,22:53,5,204100019,positive
6143,2154,,10/5/2023,10:04,5,422203302,positive
6144,410,nhạy_cảm,11/4/2023,15:08,5,422208974,positive
6145,34,,25/04/2023,6:09,5,205100137,positive
6146,1786,,19/12/2020,15:51,4,308500013,positive
6147,696,,29/04/2023,18:45,5,100230057,positive
6148,721,,16/04/2023,12:46,5,200400003,positive
6149,234,,18/11/2023,10:42,5,422207812,positive
6150,2088,,2/5/2023,10:36,3,422205162,negative
6151,632,loang_lổ kích_ứng,13/11/2020,7:06,5,253900006,positive
6152,800,,4/12/2020,12:23,5,100230056,positive
6153,2989,,28/02/2022,9:44,5,422200342,positive
6154,1481,,10/6/2021,11:28,4,422210784,positive
6155,665,,5/5/2023,18:32,5,200400004,positive
6156,1864,,27/11/2022,18:05,5,249500027,positive
6157,2747,,20/11/2023,21:39,5,248700054,positive
6158,3000,,5/5/2024,13:40,5,253900007,positive
6159,202,,12/6/2022,12:05,3,422204259,negative
6160,1155,,31/08/2022,23:31,4,422207866,positive
6161,4168,,27/04/2018,15:35,5,100210015,positive
6162,1216,,12/1/2021,20:11,5,211300002,positive
6163,3657,dễ_chịu,20/11/2023,9:00,5,422206042,positive
6164,299,bình_thường thích_hợp,6/3/2021,12:51,5,422208807,positive
6165,3271,,21/12/2021,19:04,5,223600048,positive
6166,3931,quan_trọng,11/6/2023,11:30,5,201600198,positive
6167,3264,,19/06/2024,12:56,5,422204775,positive
6168,1036,,27/04/2023,20:01,5,422200236,positive
6169,1982,,2/12/2022,15:07,5,422207413,positive
6170,2364,dễ_dàng thoải_mái,30/04/2023,13:57,5,422205162,positive
6171,1621,bình_thường,5/6/2021,17:15,4,222600014,positive
6172,654,,5/12/2023,13:37,5,308500015,positive
6173,1223,,7/6/2020,11:15,5,223600026,positive
6174,1152,can_đảm dễ_chịu nhạy_cảm phải_chăng,18/12/2022,11:55,5,422208910,positive
6175,816,kích_ứng,23/02/2020,13:35,5,100230064,positive
6176,597,,7/3/2023,19:33,5,253900006,positive
6178,2282,,5/4/2024,7:07,5,422215665,positive
6179,4238,tối_đa,19/01/2021,16:01,5,345800007,positive
6180,3659,hạn_chế,8/6/2023,15:45,5,100220009,positive
6181,1280,,19/10/2021,15:21,5,204900005,positive
6182,4364,,25/11/2021,8:30,5,213300016,positive
6183,3724,,20/09/2021,9:15,5,377400001,positive
6184,1150,,7/1/2023,22:55,4,200900037,positive
6185,180,,17/09/2022,22:00,4,205100137,positive
6186,1398,,16/07/2021,11:31,5,422209663,positive
6187,1034,,27/04/2023,20:02,5,422200236,positive
6188,287,,22/05/2021,11:03,5,205100136,positive
6189,1276,,13/05/2022,10:10,4,204900009,positive
6190,112,,9/8/2024,9:58,2,422208807,negative
6191,242,,5/12/2023,11:46,5,422205151,positive
6192,595,,9/12/2022,15:16,4,422204906,positive
6193,1027,dễ_dàng thoải_mái,1/5/2023,14:48,5,308500037,positive
6194,2925,,20/08/2024,8:46,5,422207792,positive
6195,1239,nhạy_cảm có_thể,7/8/2023,19:48,4,422212331,positive
6196,2252,,21/01/2022,11:28,5,245500001,positive
6197,2346,,13/04/2023,15:39,1,422211446,negative
6198,2384,dễ_chịu,29/04/2023,11:56,5,422206537,positive
6199,2545,an_tâm,13/11/2020,21:18,5,422207283,positive
6200,1572,,25/10/2021,15:32,5,211300007,positive
6201,3968,không_đổi,25/10/2024,17:38,5,331300017,positive
6202,1327,,8/8/2021,10:43,5,253900004,positive
6203,3897,,24/09/2022,6:23,5,422211490,positive
6204,852,,23/10/2022,14:38,3,422206421,negative
6205,676,,3/5/2023,18:38,5,200400003,positive
6206,1805,,17/05/2017,6:13,5,100240016,positive
6207,4324,hiệu_quả,27/06/2022,20:04,5,251900024,positive
6208,165,nhạy_cảm đặc_biệt hiệu_quả,12/7/2022,14:54,5,422217029,positive
6209,2259,,7/5/2021,17:55,5,245500002,positive
6210,169,,18/11/2022,21:47,5,422208807,positive
6211,323,,17/09/2020,11:54,3,422206648,negative
6212,701,dễ_dàng thoải_mái,29/04/2023,17:28,5,308500037,positive
6213,2118,,16/04/2024,14:06,4,248700035,positive
6214,618,,9/11/2021,11:19,5,100220035,positive
6215,1052,,12/8/2024,6:36,5,422204906,positive
6216,1362,,7/9/2017,5:53,5,100280011,positive
6217,1056,,23/07/2024,10:40,5,422211183,positive
6218,786,,30/06/2021,16:38,5,100230056,positive
6219,477,,12/12/2022,9:29,5,422210980,positive
6220,2959,khó_chịu,16/05/2022,10:11,5,422201700,positive
6221,244,,6/10/2021,11:29,4,205100137,positive
6222,3583,,27/06/2021,0:09,5,422212871,positive
6223,853,nhiệt_tình,19/10/2021,11:26,5,422211878,positive
6224,118,hiệu_quả,4/12/2023,9:02,5,422208807,positive
6225,2343,dễ_chịu,2/5/2023,9:28,5,204100054,positive
6226,618,,12/2/2022,10:52,4,422203146,positive
6227,2672,,17/12/2021,10:18,2,422203809,negative
6228,2267,,22/08/2020,13:24,5,245500010,positive
6229,64,,7/2/2022,13:10,5,318900011,positive
6230,2731,,13/03/2023,18:15,5,422211276,positive
6231,1566,hợp_lý,2/6/2022,16:26,4,201600198,positive
6232,182,dễ_chịu nhẹ_nhàng,26/10/2018,19:18,5,422211447,positive
6233,313,,20/11/2020,8:55,5,422211446,positive
6234,1678,kích_ứng,16/08/2021,12:26,5,422202569,positive
6235,403,,15/04/2023,20:27,5,422208974,positive
6236,3673,,6/5/2019,11:14,5,100220009,positive
6237,1075,chủ_yếu cao_cấp kinh_tế,18/11/2022,0:33,4,100150058,positive
6238,189,,8/9/2022,17:37,5,422212892,positive
6239,3714,lâu_dài,2/5/2021,22:39,5,422200002,positive
6240,332,nhạy_cảm li_ti li_ti hợp_lý,11/7/2020,19:30,5,422211447,positive
6241,2668,,8/2/2022,11:53,2,422203807,negative
6242,2437,,10/11/2020,20:51,5,422205160,positive
6243,1300,rõ_ràng,17/07/2023,15:39,5,253900004,positive
6244,2316,dễ_dàng dễ_chịu,4/5/2023,20:11,5,308500018,positive
6245,2588,,21/05/2021,9:12,5,365000012,positive
6246,3815,,29/06/2022,10:44,5,422204947,positive
6247,2019,bình_dân tự_nhiên,20/11/2022,17:14,5,422203145,positive
6248,2826,,18/09/2022,9:54,3,318900002,negative
6250,286,,28/05/2021,8:13,5,422211447,positive
6252,1748,,8/11/2022,12:37,5,100240016,positive
6253,3268,,18/06/2022,15:52,4,422204775,positive
6254,1516,,8/3/2023,23:04,5,422211548,positive
6255,334,hợp_lý hỗn_hợp nhạy_cảm kích_ứng,24/06/2020,16:34,5,422208807,positive
6256,3151,,20/08/2022,18:00,5,422203510,positive
6257,1959,,24/11/2023,14:12,1,204900013,negative
6258,2849,,19/05/2022,13:39,1,308500015,negative
6259,4318,,16/11/2020,22:37,5,223600032,positive
6260,3001,trung_bình có_thể,27/03/2022,16:33,3,422206103,negative
6261,182,dễ_chịu nhẹ_nhàng,26/10/2018,19:18,5,422204259,positive
6262,2213,cơ_bản hợp_lý,24/02/2021,21:22,5,249500028,positive
6263,3145,,29/08/2024,14:58,5,357100011,positive
6264,2323,dễ_chịu,4/5/2023,13:01,5,422206537,positive
6265,3346,,5/12/2023,12:29,5,422205152,positive
6266,241,,16/10/2021,23:03,4,205100137,positive
6267,652,,19/12/2023,14:35,5,100230057,positive
6268,2679,,6/7/2021,20:20,1,422203809,negative
6269,702,dễ_chịu,27/04/2023,18:17,5,204100054,positive
6270,129,,4/9/2023,21:12,5,422208807,positive
6271,1114,,12/11/2022,16:27,5,100150091,positive
6272,1934,,18/11/2023,16:13,5,422209262,positive
6274,2389,dễ_dàng thoải_mái,28/04/2023,15:41,5,308500009,positive
6275,176,dễ_dàng thoải_mái,30/04/2023,12:08,5,308500037,positive
6276,2546,hiệu_quả,13/11/2020,21:15,5,100210020,positive
6277,2371,dễ_dàng thoải_mái,29/04/2023,19:51,5,422205163,positive
6278,48,hiệu_quả,3/12/2021,15:58,5,308500018,positive
6279,764,thân_thiện,20/01/2022,17:33,5,200400004,positive
6280,3711,hiệu_quả,26/07/2022,14:54,5,422200002,positive
6281,620,đáng_kể,9/12/2021,18:42,5,100240016,positive
6282,2707,thích_hợp rõ_rệt,9/10/2022,22:52,5,253900005,positive
6283,1051,,1/1/2022,20:35,5,207500008,positive
6284,2483,nặng_mặt,14/04/2022,7:26,2,422204388,negative
6285,61,hiệu_quả,31/12/2020,16:28,5,365000017,positive
6286,2721,hoàn_toàn nặng_mặt nhẹ_nhàng nặng_mặt,31/03/2023,19:39,5,248700035,positive
6287,2147,,19/05/2019,18:57,5,422203809,positive
6288,1430,tuyệt_vời,4/10/2023,1:59,3,318900011,negative
6289,1284,nhạy_cảm,24/09/2021,20:38,5,422216603,positive
6290,1113,,28/03/2022,14:44,5,422201504,positive
6291,1773,tệ_hại,3/11/2021,14:05,2,422210146,negative
6292,754,,5/3/2022,16:26,5,100230057,positive
6293,545,,15/05/2021,20:22,4,365000012,positive
6294,2546,hiệu_quả,13/11/2020,21:14,5,204100023,positive
6295,1495,,30/04/2020,20:11,5,100190059,positive
6296,1450,,30/03/2023,10:03,5,100190059,positive
6297,1362,hỗn_hợp,21/05/2023,22:58,5,204000033,positive
6298,2328,,3/5/2023,17:38,5,204100019,positive
6299,218,,3/4/2022,10:04,5,249500021,positive
6300,1377,dễ_chịu,23/01/2024,18:33,5,422205808,positive
6301,1997,dễ_chịu,26/11/2022,22:08,5,422203145,positive
6302,2392,dễ_dàng thoải_mái,28/04/2023,10:17,5,308500013,positive
6303,399,dễ_dàng thoải_mái,4/5/2023,10:30,5,308500037,positive
6304,179,dễ_thương lịch_sự,20/09/2022,12:20,4,422211446,positive
6305,1372,,21/02/2024,19:40,5,422209663,positive
6306,193,nổi_bọt,22/07/2022,11:31,5,422208807,positive
6307,2341,dễ_dàng thoải_mái,2/5/2023,10:27,5,308500013,positive
6308,2345,dễ_dàng thoải_mái,1/5/2023,17:15,5,422205163,positive
6309,2375,,29/04/2023,16:52,5,308500015,positive
6310,2280,,30/04/2024,9:07,4,422215666,positive
6311,2714,,27/04/2024,7:10,5,248700035,positive
6312,645,,21/02/2024,14:06,5,100230059,positive
6313,694,dễ_dàng,29/04/2023,12:15,5,422205162,positive
6314,3193,,24/07/2019,16:49,5,345800001,positive
6316,2022,lấp_lánh,20/11/2022,16:33,5,249500019,positive
6317,4238,tối_đa,19/01/2021,16:01,5,345800008,positive
6318,404,,9/4/2023,21:46,4,100230057,positive
6319,821,dễ_chịu,1/11/2024,10:35,5,422221873,positive
6320,803,,11/9/2020,13:27,5,100230056,positive
6321,1,,2/11/2024,0:36,4,204900159,positive
6323,2323,thoải_mái,4/5/2023,13:15,5,308500013,positive
6324,2696,,18/08/2019,23:21,5,243300007,positive
6325,632,,27/02/2021,13:09,5,422207023,positive
6326,382,thân_thiện,1/11/2023,1:34,5,422208977,positive
6327,861,,3/12/2023,9:42,5,422204795,positive
6328,232,,1/1/2022,22:06,5,422204259,positive
6329,1482,,13/01/2021,13:47,5,100240016,positive
6330,1152,can_đảm dễ_chịu nhạy_cảm phải_chăng,18/12/2022,11:55,5,422207423,positive
6331,659,,21/09/2023,11:35,5,100230057,positive
6332,2077,,30/06/2019,14:18,5,249500019,positive
6333,2333,dễ_dàng thoải_mái,2/5/2023,19:00,5,308500009,positive
6334,2489,,10/9/2024,16:25,1,365000012,negative
6335,416,,8/3/2023,21:46,4,422208977,positive
6336,4080,,24/04/2020,19:08,5,345800003,positive
6337,3355,,22/07/2024,19:26,5,201600019,positive
6338,1408,,11/1/2024,19:37,3,422217029,negative
6339,1596,,29/12/2022,14:00,5,327500002,positive
6340,211,,23/03/2022,21:27,5,422211447,positive
6341,3998,,27/01/2023,23:04,5,422205673,positive
6342,840,,5/12/2023,8:02,4,422204027,positive
6343,2146,,7/2/2023,20:56,5,310100003,positive
6344,2354,dễ_dàng thoải_mái,30/04/2023,20:26,5,422202253,positive
6345,476,,2/4/2023,11:22,5,204900013,positive
6346,424,,11/10/2022,15:40,5,422208977,positive
6347,659,,21/09/2023,11:35,5,100230056,positive
6348,3484,có_thể,5/12/2022,23:40,5,222600006,positive
6349,541,,26/04/2022,20:54,5,422216416,positive
6350,683,,30/04/2023,19:00,5,422216594,positive
6351,1200,,20/12/2021,9:08,5,249500007,positive
6352,997,hiệu_quả,7/12/2022,10:22,5,100210023,positive
6353,182,dễ_dàng thoải_mái,28/04/2023,10:28,5,422205160,positive
6355,3696,,21/08/2024,20:11,5,422216487,positive
6356,2343,dễ_dàng thoải_mái,2/5/2023,9:43,5,308500009,positive
6357,2555,trung_bình,17/09/2023,17:30,3,232500022,negative
6358,480,trung_thành,7/8/2022,10:55,5,422201822,positive
6359,308,,27/12/2020,22:15,5,205100137,positive
6360,2062,,31/12/2020,13:46,1,249500028,negative
6361,691,dễ_dàng thoải_mái,30/04/2023,16:50,5,308500004,positive
6362,337,khó_chịu hợp_lý,15/04/2020,14:21,5,422211446,positive
6363,1738,,20/11/2023,9:29,5,207300009,positive
6364,470,,10/10/2023,12:50,3,422204795,negative
6365,1410,,21/07/2023,21:24,5,422218283,positive
6366,3695,,30/09/2024,15:14,5,422216487,positive
6367,1632,,20/11/2021,12:36,5,327500002,positive
6368,3320,êm_dịu kích_ứng,7/6/2022,9:12,5,223600010,positive
6369,4588,nổi_bật cơ_bản,30/04/2023,15:57,3,308500018,negative
6370,295,,19/03/2021,10:49,4,205100136,positive
6371,410,nhạy_cảm,11/4/2023,15:08,5,422208973,positive
6372,1287,nhạy_cảm,30/05/2021,17:39,5,422216603,positive
6373,3514,dễ_chịu rõ_rệt,24/02/2024,11:20,5,422207810,positive
6374,3888,,15/07/2020,12:09,5,345800002,positive
6375,2078,dễ_chịu,25/06/2019,21:07,4,422203145,positive
6376,2718,,29/09/2023,11:08,5,248700035,positive
6377,292,lằng_nhằng khó_chịu,18/04/2021,22:45,5,422206648,positive
6378,2360,dễ_dàng thoải_mái,30/04/2023,16:02,5,422205162,positive
6379,3401,,21/04/2024,0:47,5,422203671,positive
6380,1062,khó_chịu,4/9/2022,15:24,2,249500019,negative
6381,351,,24/09/2019,23:44,5,243300007,positive
6382,2352,dễ_dàng thoải_mái,1/5/2023,10:05,5,308500018,positive
6383,341,tự_nhiên khó_chịu khó_chịu,14/03/2020,15:54,5,205100136,positive
6384,1150,,8/1/2023,0:02,5,422208910,positive
6385,3836,,4/2/2024,23:05,5,422207417,positive
6386,1109,lấp_lánh như_không,10/5/2023,8:18,4,248700035,positive
6387,1983,lấp_lánh,2/12/2022,0:05,5,422203145,positive
6388,2931,xuất_sắc,11/1/2024,9:41,5,256700002,positive
6389,2364,dễ_chịu,30/04/2023,13:53,5,204100019,positive
6390,695,,29/04/2023,18:46,5,100230059,positive
6391,2424,,22/06/2021,21:03,5,308500015,positive
6392,766,,10/1/2022,17:57,5,100230056,positive
6393,2205,,7/10/2021,15:56,5,422207414,positive
6395,3318,,21/02/2023,10:30,5,223600010,positive
6396,705,,28/04/2023,18:37,5,422216594,positive
6397,2060,,11/4/2022,16:56,5,249500027,positive
6398,3139,tưởng_tượng,30/06/2023,21:31,5,217300001,positive
6399,1109,,5/3/2023,18:30,5,365000015,positive
6400,789,,9/6/2021,16:03,5,100230059,positive
6401,1457,,5/7/2022,0:08,5,204900056,positive
6402,1834,đáng_kể,7/1/2021,22:16,5,345800001,positive
6403,278,,13/06/2021,18:28,5,422204259,positive
6404,3803,,11/5/2021,7:31,5,224100004,positive
6405,2452,,7/4/2020,8:59,5,308500013,positive
6406,1207,nhẹ_nhàng,29/07/2021,10:59,5,422217292,positive
6407,1519,,8/1/2023,12:53,5,422211549,positive
6408,1034,dễ_dàng thoải_mái,27/04/2023,18:04,5,422202253,positive
6409,2691,,3/2/2020,22:40,4,422203776,positive
6410,2287,,19/01/2023,21:51,2,422212333,negative
6411,254,,10/8/2021,15:10,5,422211447,positive
6412,2649,,10/11/2021,22:18,5,422203302,positive
6413,2281,thích_hợp,9/4/2024,22:02,5,422215665,positive
6414,4094,,21/11/2023,14:42,5,422207812,positive
6415,4032,dễ_chịu,24/08/2021,20:48,5,248100018,positive
6416,1385,,17/01/2022,19:57,5,249500028,positive
6417,1017,dễ_chịu,3/5/2023,9:22,5,422210980,positive
6418,814,ổn_định nhẹ_nhàng kích_ứng,2/4/2020,13:20,5,100230059,positive
6419,527,hỗn_hợp,12/7/2022,15:19,5,422216416,positive
6420,2319,dễ_dàng thoải_mái,4/5/2023,17:45,5,308500015,positive
6421,1443,dễ_chịu,3/5/2023,16:20,5,100190059,positive
6422,343,,7/1/2020,12:18,3,100220037,negative
6423,1401,dễ_chịu,2/5/2021,14:54,5,422220469,positive
6424,1059,,25/02/2024,22:27,5,422211183,positive
6425,1919,tuyệt_vời bất_ngờ kiên_nhẫn,22/09/2018,10:27,5,100210023,positive
6426,1494,hoàn_toàn,19/10/2022,8:26,1,100230057,negative
6427,1499,,21/09/2018,9:58,5,204900159,positive
6428,168,hợp_lý rõ_rệt nhẹ_nhàng,19/11/2022,21:15,5,204000059,positive
6429,380,tự_nhiên đặc_biệt nhạy_cảm kích_ứng hiệu_quả rõ_rệt,22/04/2024,15:35,5,201600141,positive
6430,1212,có_thể,22/04/2021,2:55,5,422217292,positive
6431,1446,dễ_chịu,1/5/2023,18:37,5,204900159,positive
6432,649,,26/12/2023,18:07,5,100230056,positive
6433,3085,,14/07/2022,19:01,5,422212892,positive
6434,2484,,10/3/2022,16:20,5,422211997,positive
6435,1118,có_thể,22/06/2021,9:23,5,422203807,positive
6436,2050,tại_sao khó_chịu,24/09/2022,10:36,5,249500027,positive
6437,204,nhẹ_nhàng có_thể,25/05/2022,11:24,5,100220037,positive
6438,1270,,20/05/2024,17:34,4,422216603,positive
6439,297,,17/03/2021,14:24,5,205100146,positive
6440,3155,,11/2/2022,15:54,5,422202362,positive
6441,243,,22/10/2021,21:13,5,318900002,positive
6442,2999,hiệu_quả hạn_chế,7/1/2023,9:47,5,422212330,positive
6443,2056,,17/05/2022,0:19,3,249500019,negative
6444,2298,,4/9/2018,17:21,5,100250033,positive
6445,2542,li_ti từ_từ,13/11/2020,23:25,5,204100018,positive
6446,838,,27/02/2024,21:30,5,422216990,positive
6447,2354,dễ_chịu,30/04/2023,20:23,5,422206537,positive
6448,162,hiệu_quả,6/1/2023,0:45,5,365000011,positive
6449,182,,28/05/2022,14:22,4,422211446,positive
6450,144,,21/04/2023,14:21,5,422211446,positive
6451,17,,7/10/2023,15:31,5,422208975,positive
6452,3403,như_không,27/08/2023,9:13,4,351700026,positive
6453,1524,kích_ứng,28/03/2024,17:21,5,422217970,positive
6454,3777,,15/06/2024,17:31,5,422213992,positive
6455,1472,,17/11/2021,20:41,5,204900004,positive
6456,3167,,1/4/2021,10:57,5,345800001,positive
6457,1949,mát_da,4/8/2024,13:00,5,422209706,positive
6458,2328,,3/5/2023,17:38,5,422206537,positive
6459,468,,21/05/2022,11:49,5,422209663,positive
6460,3026,có_thể,6/10/2023,19:39,3,249500007,negative
6461,153,hợp_lý,21/02/2023,20:18,5,205100137,positive
6462,238,,10/11/2021,20:19,5,422208807,positive
6463,848,,1/9/2023,20:00,5,422201725,positive
6464,1031,,29/04/2023,19:31,5,308500037,positive
6465,2481,,18/05/2022,11:52,5,422204388,positive
6466,2640,,2/9/2023,21:35,5,422203302,positive
6467,365,,26/10/2018,20:01,5,422211447,positive
6468,540,dịu_dàng,20/04/2022,1:21,5,100150091,positive
6469,365,,26/10/2018,19:57,4,205100136,positive
6471,2751,nhẹ_nhàng,12/6/2022,11:03,4,422211276,positive
6472,163,,13/12/2022,12:16,5,205100136,positive
6473,258,tồi_tệ,10/4/2023,22:37,1,204100054,negative
6474,222,,15/02/2022,12:55,4,205100137,positive
6476,1165,,14/01/2023,17:02,5,249500007,positive
6477,2346,dễ_dàng thoải_mái,1/5/2023,16:47,5,422202253,positive
6478,2033,,25/10/2022,22:52,5,422207413,positive
6479,256,nhạy_cảm êm_dịu,27/12/2022,19:03,5,422212870,positive
6480,1333,gọn_gàng,13/05/2021,13:24,5,253900004,positive
6481,3398,,8/9/2024,11:37,5,422203671,positive
6482,2978,dễ_chịu,10/7/2022,19:12,5,256700012,positive
6483,2929,thoải_mái kích_ứng,15/01/2024,8:55,5,422209717,positive
6484,1074,nhạy_cảm kích_ứng,18/12/2022,18:46,5,422211183,positive
6485,1433,,6/10/2024,20:28,5,204900004,positive
6486,2518,dậy_thì,30/11/2022,9:17,5,422206537,positive
6487,1377,,24/12/2022,21:56,5,422200306,positive
6488,3168,lại_cái,25/12/2020,11:58,5,345800001,positive
6490,61,hiệu_quả,24/09/2022,22:10,3,327500002,negative
6491,2003,nhạy_cảm,24/11/2022,20:36,5,249500027,positive
6492,2608,,19/01/2024,1:16,5,256700017,positive
6493,2012,hiệu_quả,21/11/2022,10:17,5,422207413,positive
6494,1839,,1/8/2019,20:59,5,204900010,positive
6495,2628,,22/02/2022,15:39,1,248700035,negative
6496,3607,,19/06/2021,15:42,5,225200013,positive
6497,1353,đầy_đủ hiệu_quả,7/9/2022,12:17,4,422201700,positive
6498,2395,dễ_dàng thoải_mái,28/04/2023,9:35,5,308500009,positive
6499,3280,,29/04/2024,20:57,5,422210954,positive
6500,647,,2/1/2024,11:20,5,200400003,positive
6501,4702,,29/01/2022,14:18,2,204900025,negative
6502,399,dễ_chịu,4/5/2023,10:25,5,204100019,positive
6504,217,,10/3/2022,21:28,5,422206648,positive
6505,3573,,20/07/2022,4:21,5,422201090,positive
6506,367,hỗn_hợp,26/10/2018,19:22,4,422208807,positive
6507,231,,9/1/2022,11:37,5,422211447,positive
6508,1292,,15/05/2019,11:49,5,422210980,positive
6509,2447,,18/07/2020,11:54,5,422205160,positive
6510,2348,dễ_dàng thoải_mái,1/5/2023,12:59,5,308500037,positive
6511,2010,cuối_cùng,21/11/2022,10:30,5,249500027,positive
6512,2918,,2/9/2023,23:23,4,253900010,positive
6513,711,,27/04/2023,18:35,5,422216594,positive
6514,4554,,10/8/2024,20:19,2,308500009,negative
6515,2275,,22/11/2022,23:49,5,422208183,positive
6516,1018,dễ_dàng thoải_mái,2/5/2023,17:32,5,422205164,positive
6517,270,,1/7/2021,12:49,5,422211446,positive
6518,635,một_chút tuyệt_vời,11/7/2020,2:36,5,377400001,positive
6519,253,hợp_lý,12/8/2021,8:37,4,422211447,positive
6520,1949,mát_da,4/8/2024,13:00,5,422209719,positive
6521,179,dễ_thương lịch_sự,20/09/2022,12:20,4,205100146,positive
6522,2438,,8/11/2020,0:07,5,308500004,positive
6523,1109,,29/08/2021,23:03,5,223600034,positive
6524,1815,kích_ứng kích_ứng nội_tiết kích_ứng hoàn_toàn lâu_dài,7/6/2024,10:30,5,422216354,positive
6526,2356,dễ_dàng thoải_mái,30/04/2023,18:13,5,308500013,positive
6527,1075,hiệu_quả,18/11/2022,0:40,5,422206042,positive
6528,182,dễ_chịu,28/04/2023,10:26,5,422206537,positive
6529,508,,22/09/2022,21:24,3,249500013,negative
6530,805,dễ_dàng thoải_mái,2/5/2023,16:01,5,308500004,positive
6531,698,,29/04/2023,18:41,5,200400003,positive
6532,3380,kiên_nhẫn,11/7/2021,19:37,2,422205160,negative
6533,3996,,19/02/2022,20:44,3,331300023,negative
6534,1595,,9/2/2023,20:23,5,327500002,positive
6535,3091,,11/7/2021,13:12,5,100220010,positive
6536,1206,,6/8/2021,20:25,5,318900002,positive
6537,3128,,6/2/2021,14:52,5,422211489,positive
6538,1219,hiệu_quả kích_ứng,1/11/2020,20:57,5,308500013,positive
6539,2734,cuối_cùng,28/02/2023,14:46,5,248700035,positive
6540,2682,,29/03/2021,19:42,5,422203776,positive
6541,358,,26/10/2018,20:02,5,422211446,positive
6542,2427,,2/6/2021,12:19,3,399200001,negative
6543,270,như_không,16/02/2023,14:11,5,249500007,positive
6544,204,nhẹ_nhàng có_thể,25/05/2022,11:24,5,207300009,positive
6545,792,nhạy_cảm,2/4/2021,0:30,4,422205164,positive
6546,2135,hiệu_quả rõ_rệt thích_hợp,17/09/2022,0:35,5,422203609,positive
6547,2123,trung_bình,17/06/2024,9:55,4,422203609,positive
6548,2182,,22/02/2020,11:11,5,264500018,positive
6549,3277,xuất_sắc,12/8/2020,19:52,3,422209722,negative
6550,219,,18/02/2022,11:48,4,422208807,positive
6551,2702,,31/10/2023,21:50,5,225200015,positive
6552,3444,,16/11/2020,15:51,5,204100023,positive
6553,2444,,29/07/2020,1:21,4,308500004,positive
6554,714,,20/04/2023,18:22,5,200400003,positive
6555,2356,dễ_dàng thoải_mái,30/04/2023,18:13,5,422205160,positive
6556,2158,nhạy_cảm,21/09/2022,5:16,1,211300002,negative
6557,735,,28/12/2022,10:10,5,100230059,positive
6558,2777,dễ_chịu,17/07/2021,17:08,5,418800004,positive
6559,1414,,22/09/2022,21:51,5,422217029,positive
6560,1083,dễ_chịu,5/6/2022,22:38,5,422211183,positive
6561,3025,,5/12/2021,1:10,5,343700002,positive
6562,4162,rõ_rệt,5/6/2024,12:17,5,100210015,positive
6563,2348,dễ_dàng thoải_mái,1/5/2023,12:59,5,308500004,positive
6564,1876,,28/01/2021,10:46,5,224100009,positive
6565,3428,,11/6/2021,21:33,1,422209663,negative
6566,2886,khó_chịu,27/01/2021,9:16,5,422202580,positive
6567,699,,29/04/2023,14:06,5,204100019,positive
6568,2385,dễ_dàng thoải_mái,29/04/2023,11:42,5,422205162,positive
6570,1783,,18/02/2021,14:35,5,100220035,positive
6571,4101,hạn_chế thực_sự,29/07/2020,9:23,2,100190183,negative
6572,817,,20/02/2020,12:43,5,100230056,positive
6573,2403,dễ_dàng thoải_mái,27/04/2023,13:05,5,422205164,positive
6574,712,,27/04/2023,17:29,5,422205163,positive
6575,2659,,30/06/2022,12:06,5,422203776,positive
6576,2773,,19/10/2021,7:41,1,422211447,negative
6577,396,,13/07/2023,18:59,5,422208974,positive
6578,276,,17/06/2021,13:34,5,205100137,positive
6580,3609,,22/05/2021,16:45,5,225200015,positive
6581,2809,xứng_đáng,2/5/2023,21:46,1,422216291,negative
6582,2342,dễ_chịu,2/5/2023,9:46,5,422206537,positive
6583,2440,rõ_rệt,6/10/2020,7:49,5,308500018,positive
6584,2592,,11/12/2020,16:51,5,207500007,positive
6585,1311,,29/03/2022,19:05,4,100190059,positive
6586,399,dễ_chịu,4/5/2023,10:25,5,204100054,positive
6587,117,,23/06/2024,11:25,5,205100136,positive
6588,303,,19/02/2021,22:55,5,422211446,positive
6589,3331,,11/10/2020,11:17,4,223600034,positive
6590,3212,bình_thường,13/09/2023,20:56,4,422209443,positive
6591,3010,tốt_bạn,18/03/2021,10:47,5,100150065,positive
6592,2598,,9/10/2018,14:43,5,100230069,positive
6593,2384,dễ_chịu,29/04/2023,11:56,5,204100054,positive
6594,734,dễ_chịu,16/04/2020,9:48,5,422205346,positive
6595,204,kích_ứng,25/05/2022,11:21,5,422206648,positive
