id,ma_khach_hang,noi_dung_binh_luan,ngay_binh_luan,gio_binh_luan,so_sao,ma_san_pham,thai_do
6938,1265,sản_phẩm tốt tầm giá mùi dễ_chịu thấm nhanh xài đủ aply nhiều lớp bị rít sáng ngủ dậy thấy đỡ đổ dầu có hỗ_trợ trị mụn nma tương_đối sáng da nói_chuyện là okela,9/11/2022,22:17,4,422208913,positive
6939,3611,siêu_mượt tối bôi sáng dậy môi bóng mềm,10/4/2021,17:03,5,225200015,positive
6940,1641,đắp lên mặt mát siêu_nhiều dưỡng_chất mùi dễ_chịu đắp thấy mặt thoải_mái lun qua đêm sáng rửa lại nước da_láng mịn,4/6/2024,23:28,5,422209720,positive
6941,730,dạ dầu mụn sài màu rất_hợp không_có chê giao nhanh nhân_viên thận_thiện,23/03/2023,10:11,5,422216594,positive
6942,2314,sử_dụng dễ_dàng rất_thoải_mái thư_giãn,4/5/2023,20:27,5,308500037,positive
6943,182,sử_dụng dễ_dàng rất_thoải_mái thư_giãn,28/04/2023,10:28,5,422202253,positive
6944,1181,không_cay_mắt nhanh tệp da ngon bổ rẻ không_hợp da,23/07/2022,11:15,5,249500013,positive
6945,220,dùng thích lúc bị kích_ứng thời_tiết tác_động vui_vẻ dùng tầm ngày chỉ_diệu không_hết thuộc loại da khô_xài thấy đủ ẩm dễ bị oxi hóa không_biết,9/3/2022,0:19,5,318900002,positive
6946,1287,sản_phẩm tốt giá sinh_viên không_kích_ứng da không_gây mụn mua tiếp,13/11/2018,20:40,5,100750038,positive
6947,3695,dưỡng ẫm tốt cực_kỳ khóa ẩm tốt dễ thấm da mịn căng bóng mướt mượt có bôi quanh mắt bị cay_mắt,11/10/2024,15:26,5,422204777,positive
6948,77,đúng sạch,12/12/2020,21:56,5,205100136,positive
6949,524,mua loại lần đầu thấy ưng_ý lâu trôi không_bi trắng_bệt thấy loại là chân_ái nhất,16/07/2022,16:56,5,204900013,positive
6950,104,,9/4/2020,10:31,5,318900012,positive
6951,226,loại dùng rất_thích da hỗn_hợp khô lau xong da ẩm không_bị khô căng,10/2/2022,17:51,5,422211446,positive
6952,181,hàng tốt_nha shop shiper thấy chán không_có tiền_mặt kêu chuyển_khoản mặt nhăn,17/09/2022,18:41,4,205100137,positive
6953,1027,sử_dụng dễ_dàng rất_thoải_mái thư_giãn,1/5/2023,14:48,5,422205164,positive
6954,3122,là lần thứ mua loại màu hồng rùi cảm_giác khi tẩy_trang rất_nhẹ_dịu không_kích_ưngs nổi mụn khi thuộc tuýp da dầu,17/11/2021,13:33,5,422211489,positive
6955,4043,kcn thấm nhanh nhưng_mà dễ bị xê_dịch trôi đi khi đeo khẩu_trang mùi là nồng_bôi sáng sớm tối còn mùi mặt khẩu_trang gây khó_chịu bạn không_thích mùi da là da khô khi dùng được ngày kcn da bị lấm_tấm nhìn tưởng da bị bong tróc,23/01/2024,22:56,4,422208345,positive
6956,1206,dùng nhiều không_nhớ chai thứ dùng thích kiềm dầu không_bết không_vón giá_cả phải_chăng,6/8/2021,20:19,5,422217292,positive
6957,2795,mặt_nạ rẻ đẹp bền_dung_dịch siêu_nhiều da ẩm_mịn căng bóng cực,28/12/2020,17:50,5,365000013,positive
6958,3679,tốt,18/07/2017,2:09,5,207300009,positive
6959,4045,kiềm dầu ổn nâng tone nhẹ hơi_cay mắt,6/7/2023,14:05,4,422206421,positive
6960,1085,mùi hơi_nồng_tẩy trang không_được sạch có thỏi son_lì lau sạch b trang_điểm không_nên dùng thỉnh_thoảng tốt dùng êm_da không_kích_ứng dùng xong không_bị khô da,11/2/2022,2:58,3,422204910,negative
6961,2461,dùng loại tẩy_trang làm sạch sâu_lỗ chân lông xong rửa mặt_bằng sữa rửa mặt là bao sạch mụn đầu đen á_sản_phẩm dùng,21/10/2019,5:26,5,422206043,positive
6962,1973,giao hàng hơi_chậm sản_phẩm không_quá tốt,22/11/2023,0:21,2,422201504,negative
6963,218,xịn không_nói nhiều thấm nhanh không_bệt trắng thoa xong da lên tone cảm_giác thoáng mịn rất_nhẹ mặt tầm giá skin aqua ngon rohto số số phân_khúc,3/4/2022,10:04,5,249500028,positive
6964,193,sử_dụng tốt_hơi nổi_bọt,22/07/2022,11:31,5,422211447,positive
6965,3405,lần đầu_tiên có loại mặt_nạ việt_nam,12/8/2021,23:40,5,422209795,positive
6966,805,ổn tầm giá em theo thay có mùi giống rượu v nhược_điểm hơi_cay mắt thui khi tẩy_trang da ẩm_mịn nói đúng hơn là nhớt_í người,12/9/2022,20:28,4,206200037,positive
6967,1311,da dầu mụn sử_dụng okela không_thích mùi tạo bọt tốt sạch da sử_dụng buổi tối sáng sử_dụng loại khác dịu nhẹ hơn,29/03/2022,19:05,4,422210784,positive
6968,748,sản_phẩm tốt chất_lượng cảm_ơn shop shiper,20/03/2022,14:57,5,422200632,positive
6969,2327,giá_thành rẻ đắp thư_giãn rất_tốt công_dụng không_ngờ,3/5/2023,17:55,5,308500018,positive
6970,1118,sau silicot thấy là loại ưng giá rẻ bông dày vừa_phải mềm mịn ít tốn nước tẩy_trang không_dễ rách không_có bông vụn dính mặt sau khi xài bạn tập trang_điểm budget ít có_thể xài loại đỡ tốn tiền,22/06/2021,9:23,5,422203776,positive
6971,126,rửa mặt sạch mùi nhẹ_nhàng không_khô da không_kích_ứng da da rất_dễ kích_ứng thử nhiều loại bị ửng đỏ theo loại tốt thuộc dạng dịu nhẹ cần khoảng thời_gian đủ dài dần_dần phát_huy sau hơn tháng trộm_vía da trắng sáng không_bị,6/11/2023,19:33,5,357100011,positive
6972,2740,da hỗn_hợp thiên_khô mua em thấy có nhiều thành_phần thích_hợp da khô ngày đầu xài bị vón_cục da nguyên_nhân bị vón_cục trước thực_hiện đủ bước chăm_sóc da cơ_bản dành buổi sáng rửa mặt toner esence serum cream kcn ngày hôm sau thực_hiện bước rửa mặt serum kcn điều kỳ_diệu xảy ra em thấm rất_nhanh nâng tông một_ít rất_mỏng nhẹ da aply đủ lượng lên mặt lần,22/11/2022,17:36,5,248700035,positive
6973,2023,kcn mau_thấm mà_còn thêm nâng tông da giá hasaki không_thể đòi_hỏi hơn,24/10/2022,20:49,5,422207413,positive
6975,3643,sáng mua trưa nhận mua dùng hàng ngày chung sản_phẩm trắng_da ổn_áp hè nóng bôi lên thấm nhanh khô_ráo trắng tự_nhiên kiểu hơi_óng ánh nắng hợp da dầu,25/06/2023,21:42,5,422212361,positive
6976,396,sữa rửa mặt sài tốt á_hồi tớ mua loại nhỏ tầm á_sài được tháng sài lâu thấy da_khỏe hơn nhiều á,13/07/2023,18:59,5,422208975,positive
6977,106,tem phụ người ghi nhà_sản_xuất hsd xem đáy chai người bảo không_có không_dám sài là,15/05/2021,23:21,5,211300007,positive
6978,18,sản_phẩm dùng rất_tốt,15/04/2023,13:07,5,422204795,positive
6979,1420,giao hàng nhanh,14/01/2022,20:54,4,422200632,positive
6980,2656,mõng lá lúa bụi chất_lượng kém,17/10/2022,10:13,1,422203807,negative
6981,52,giá_thành hợp_lý sử_dụng tẩy tế_bào chết ngày tốt hạt không_quá bự mùi,23/08/2022,21:40,5,100220009,positive
6982,700,mùi hương dễ_chịu làm mát nhanh giá_thành ổn,27/04/2023,16:05,5,204100019,positive
6983,3215,được mùi,28/09/2021,21:50,4,211300008,positive
6984,3508,kem tuýp to dùng hơi_bị phê_giảm thâm tốt,31/08/2021,23:11,5,422201090,positive
6985,167,dòng tẩy trang_yếu dòng l oreal_tẩy kem chống nắng được tẩy lớp nền mỏng không_đủ tẩy chì chân_mày kém,23/11/2022,9:45,4,422204259,positive
6986,1947,giao hàng sai hàng_không đúng hình_ảnh,27/06/2019,8:30,1,204100018,negative
6987,69,xem độ_ph là hợp da mụn dùng thấy hơi_sợ sau khi dùng thấy mặt căng da_hơi khó_chịu mùi hương,16/11/2021,17:25,3,357100011,negative
6988,269,sài kcn tuýt thứ mua tuýt thứ hasaki không_biết lần sản_phẩm có mùi nồng mùi hắc lên mũi rất_khó_chịu khi bôi có_thể đưa chi_nhánh nhân_viên test mùi không_biết làm_sao chắc phải mua tuýt về so_sánh sợ dính hàng fake,20/07/2022,0:04,1,249500019,negative
6989,2387,sử_dụng dễ_dàng rất_thoải_mái thư_giãn,28/04/2023,16:16,5,308500009,positive
6990,1824,trang sạch bụi mịn không_bị khô căng giảm tình_trạng dầu_thừa da,21/10/2024,15:54,5,422216602,positive
6991,743,,10/9/2022,9:13,5,100230059,positive
6992,1112,lần trước mua có bỏ hộp s lần shop tháo hộp nhìn hơi_mất thẩm_mỹ,18/06/2022,10:46,5,422207562,positive
6993,4313,oke lau không_bị xơ_bông không_dành bạn thấm tinh_chất cố vô chê bông mềm_chà_như chà_chảo chê bông,17/03/2021,23:29,5,413400001,positive
6994,2329,mùi hương dễ_chịu làm mát rất_nhanh_giá sản_phẩm,3/5/2023,17:09,5,204100019,positive
6995,1346,cấp ẩm phục_hồi tốt trị mụn nhẹ chủ_yếu là bạn muốn trị mụn dùng dòng khác tốt hơn sau gần tháng dùng da_khỏe hơn,1/8/2020,13:09,5,253900004,positive
6996,2309,sản_phẩm tốt_đáng sử_dụng,29/01/2024,12:06,5,422205163,positive
6997,121,dùng sản_phẩm lâu thấy hợp da không_make up nhiều,29/06/2021,9:31,5,223600026,positive
6998,351,xài không_bị rát da không_bị khô da tốt so giá tiền,24/09/2019,23:45,5,422208807,positive
6999,2261,em không_thể_nào tin được bạn bán em cha tẩy_trang hết han lâu chai có lớn hơn tuổi em,2/4/2023,20:17,1,422216449,negative
7000,1290,sản_phẩm rất_tốt da nhạy_cảm bs khuyên sử_dụng hiệu tẩy sạch da dễ_chịu,10/10/2020,14:55,5,422216603,positive
7001,819,sử_dụng rất_tốt_hợp da mùi dễ_chịu vòng ngày da tốt hơn,29/10/2019,10:26,5,100230064,positive
7002,2755,kem chống nắng thích nhất trước giờ,11/5/2022,6:31,5,422211276,positive
7003,1064,da dầu mụn nhạy_cảm dùng không_bị cay mắt rát da mặt_nha không_có mùi ngon_bổ rẻ đo,9/7/2023,10:50,5,422204906,positive
7004,1293,da bạn bị mụn viêm kích_ứng tuổi dậy_thì mua xài thấy da dịu mua chai thứ kết_hợp sản_phẩm khác trị mụn,30/09/2024,1:00,5,253900004,positive
7005,1750,có nâng tone da kem thấm nhanh aply đủ mặt tránh lấy nhiều gây ra bí_da or vón,26/12/2020,5:10,5,345800013,positive
7006,2500,mùi hương dễ_chịu làm mát nhanh giá_thành ổn phù_hợp da mặt_nam nữ,3/5/2023,14:46,5,204100019,positive
7007,3532,sản_phẩm rất_ổn_áp rất_nên dùng nha bôi lên da thấm nhanh da mềm_ẩm không_hề nhờn rít tiếc kem dưỡng_ẩm cùng hãng quá_nhờn rít,10/4/2023,21:22,5,422202629,positive
7008,1243,bông cực_xịn không_hề xơ_bông rát da đáng dùng giá rẻ mua đi người,23/06/2023,22:05,5,422222535,positive
7009,3964,mùi hơi_nồng kháng_viêm trị mụn tốt_tẩy xong da ẩm_mịn ngon hơn loreal,11/2/2023,20:16,4,422201120,positive
7010,2369,dễ sử_dụng kiềm dầu tốt tạo cảm_giác thoải_mái,30/04/2023,11:24,5,422205164,positive
7011,252,trị thâm tốt nhẹ_nhàng da mua dư_tuýt pas fre giao hàng,29/03/2023,16:21,5,422208181,positive
7012,401,sản_phẩm dùng rất_thích da mặt không_bị khô mà_còn,17/04/2023,12:08,5,422208977,positive
7013,289,dùng ổn,11/5/2021,16:25,4,205100136,positive
7014,2433,xài lên mặt mát_mẻ dịu nhẹ tốt,11/3/2021,10:49,4,308500018,positive
7015,2410,có_lẽ không_cần review quá_nhiều em mặt_nạ siêu_đình không_có chê,16/11/2022,13:52,5,422205164,positive
7017,2464,chất_lượng rất_tốt phù_hợp da dầu,26/08/2019,11:03,5,422205163,positive
7018,523,sản_phẩm ô_kê da hỗn_hợp sài không_hợp chuyển sang thấy tuyệt_vời tuy_nhiên không_phải kiềm tới,21/07/2022,21:23,5,422216416,positive
7019,148,loại tốt sạch không_kích_ứng da tẩy mascara dễ,24/03/2023,10:37,5,422211446,positive
7020,2519,thích dùng sản_phẩm dịu nhẹ lành_tính da xài thử foam rửa mặt hiệu_quả sau tháng là da trắng hơn được cấp lớp dưỡng da ẩm thường_xuyên căng bóng hơn màn bớt tiết_dầu hơn,17/07/2022,13:02,5,422206541,positive
7021,1140,mùi không_dễ_chịu mẫu cũ tốt,28/02/2024,16:16,4,200900037,positive
7022,2093,dùng tốt,11/6/2023,6:19,5,422202569,positive
7023,1579,đắt xắt ra miếng có hiệu_quả cao_xài thấm nhanh tầm tuần thấy có cải_thiện,25/04/2021,21:07,5,100210020,positive
7024,1429,sữa rửa mặt sử_dụng dịu nhẹ da không_bọt cảm_giác da sạch nhiều hơn so sử_dụng lần trước đi da_liễu bác_sĩ kê toa sữa rửa mặt sử_dụng oke ord chai dùng cảm_giác thích bạn giá không_quá đắt mua chai sử_dụng tháng chai dự_chắc hơn_nữa năm sử_dụng lần đầu trải_nghiệm sử_dụng loại,23/10/2020,11:05,5,422200632,positive
7025,1107,sản_phẩm tốt mong_quản_trị_viên tặng quà sản_phẩm khác bông tẩy_trang chẳng_hạn tặng son không_cần_thiết,21/12/2022,21:35,5,422201504,positive
7026,1163,coi tìm cứu_tinh da dầu lcl to,10/4/2023,20:05,5,422215804,positive
7027,3607,mùi thơm giống mùi kẹo dùng xong môi căng hơn,19/06/2021,15:42,5,422205346,positive
7028,230,ỏmg kiểu tươi_mát tên ẻm á đi lên dịu da rửa nước,11/1/2022,21:51,5,205100137,positive
7029,1554,sữa rửa mặt rửa không_bị khô da_rửa xong da nói dã_man,27/05/2022,9:31,5,422214146,positive
7030,4172,mua lúc hôm sale giá ổn sài,3/11/2022,16:57,5,422208238,positive
7031,1166,chân áo là,10/12/2022,21:42,5,249500013,positive
7032,1051,t best nhất,1/1/2022,20:35,5,207500002,positive
7033,672,sử_dụng dễ_dàng rất_thoải_mái thư_giãn,4/5/2023,16:47,5,422205162,positive
7034,1202,có size,10/11/2021,16:46,5,249500013,positive
7035,396,thời_điểm hiện_tại là ưng được em mặt_nạ nhất da thuộc da,15/04/2024,21:53,5,422217971,positive
7036,348,điểm chất_lượng giá_cả dùng bao_nhiêu loại nước tẩy_trang là loại ngon_bổ rẻ,6/10/2019,15:22,5,205100137,positive
7037,1184,sản_phẩm dạng đặc hơn sữa thấm nhanh da mùi không_bị nồng sử_dụng muốn sử_dụng sản_phẩm chất_lượng tốt giá bình_dân là lựa_chọn,28/11/2022,23:53,5,422207413,positive
7038,2052,đợt trước mua sài tốt lần em mua có mùi hắc khó_chịu sài bết không_bật,14/09/2022,9:58,1,422203145,negative
7039,251,giao hàng nhanh chưa_sài chưa_thể đánh_giá thế_này được không_ghi rõ hàng được tặng cho thành_phố hồ,16/08/2021,15:43,4,422206648,positive
7040,140,da nhạy_cảm mỏng người nhớ cân_nhắc kĩ khi mua nha sản_phẩm là tdc vật_lý tảo biển to bạn da_khỏe tốt mùi hương_mát_mẻ mê dùng da mặt bị ửng đỏ thế_là chuyển sang dùng nách vùng da sạm màu,22/05/2023,20:02,5,351700026,positive
7041,2405,sản_phẩm tốt_nha,26/04/2023,18:41,5,422202253,positive
7042,304,giao hang dug,22/01/2021,10:06,5,422208807,positive
7043,550,mua hàng hasaki là tips thoa kcn laroche không_bị vón vệt trắng thoa lớp serum kem_dưỡng không_tạo_màng trước tới kcn là mượt,10/2/2022,13:50,5,422216416,positive
7045,183,nt dùng rất_tốt không_bị mụn_ẩn cảm_giác sau tẩy_trang rất_sạch đối_với dùng kcn,26/07/2021,20:47,5,422206648,positive
7047,1081,lần đầu_tiên xài nước tẩy_trang kem chống nắng sample vitamin garnier bị kích_ứng cổ mặt,1/7/2022,19:49,3,422204906,negative
7048,116,trang sạch dịu nhẹ không_ưng nắp quá_cứng_mở rất_đau_tay khi bật mạnh đứt bên mong nhà_sản_xuất khắc_phục lỗi,29/06/2024,20:02,5,422206648,positive
7049,721,san_phẩm rất_tốt,16/04/2023,12:46,5,422216594,positive
7050,640,sai ôk,28/05/2024,8:13,5,200400004,positive
7051,1624,đối_với em sữa rửa mặt có mùi hơi_gắt cảm_giác hạt liti tring ẻm làm da được_cái xài thấy da mềm_ẩm đỡ đổ dầu,16/06/2022,9:42,4,422206248,positive
7052,3084,sài bị nổi mụn,3/10/2022,23:22,1,422212892,negative
7053,2782,thành_phần lành_tính thoa lên da sau đêm da láng_mướt nhìn thích đặc_biệt da bạn mụn nhiều cực_kỳ nhạy_cảm xài oke nha dịu nhẹ bao_bì cầm_chắc tay,17/04/2021,17:29,5,418800004,positive
7054,3229,t dùng da đổ dầu quá_trời mặt lúc_nào chảo dầu láng mịn giảm thâm_mụn,26/03/2024,13:59,4,422204231,positive
7055,1451,ưng là dung_tích nhiều sử_dụng tháng chưa_hết làm sạch da mặt tuy_nhiên có mùi hóa hơi_nồng_xíu với_lại làm khô da sau khi sử_dụng lúc có xài treatment sử_dụng xong da căng khô phải dưỡng ẩm nói_chung da khô kị mùi nồng xem_xét tổng_thể sản_phẩm tương_đối tốt,2/3/2023,21:06,4,422210980,positive
7056,2342,sử_dụng dễ_dàng rất_thoải_mái thư_giãn,2/5/2023,9:51,5,308500009,positive
7057,2454,sản_phẩm không_tệ không_quá,28/06/2021,19:04,3,422208972,negative
7058,332,da là da_dầu cực_kỳ nhạy_cảm dùng loại nước tẩy_trang khác là phải rửa sữa rửa mặt lâu lên mụn li_ti dùng nước tẩy_trang l oreal có hôm trưa mệt quá_chỉ kịp tẩy_trang kem chống nắng nằm ngủ vậy_mà khi dậy da căng ẩm không_lên mụn li_ti chứng_tỏ độ lành_tính mức giá thế_này là,11/7/2020,19:30,5,422206648,positive
7059,3897,sữa rửa mặt tạo bọt nhiều rửa lần đầu dùng hơi_khô da dầu_xài thấy cảm_giác sạch sau khi rửa,24/09/2022,6:23,5,223600003,positive
7060,715,tốt,20/04/2023,10:06,5,100230064,positive
7061,183,nước tẩy_trang chân_ái xài da mụn_xài ổn trang xong rửa mặt cảm_giác sạch không_khô,14/09/2022,14:00,5,422211446,positive
7062,3273,mặt_nạ tốt mùi dễ_chịu lượng chất,18/04/2024,16:56,5,422206102,positive
7063,2485,không_biết độ chống nắng đạt bao_nhiêu chất oke tiệp da khi thoa không_bị vón cục tốt nên mua,30/10/2021,8:56,5,422211997,positive
7064,831,thật_sự hài_lòng kcn kiềm dầu mua store thấy giá cao hơn cần gấp nhắm_mắt mua da dầu xài la_rocpoche nặng da khó_chịu chuyển qua loại thấy tốt thật_sự aply lên chưa_ổn đâu_nha tầm hồi lớp finish đẹp hơn laroc laroc vàng khè da,2/11/2024,18:54,5,422210400,positive
7065,1469,tạm ổn,13/03/2022,19:53,4,207300009,positive
7066,1084,màu hồng_sài thích,2/3/2022,22:39,5,422204906,positive
7067,112,shop giao hàng nhanh không_thấy được tặng thêm chai nt tím,9/8/2024,9:58,2,422204259,negative
7068,682,sử_dụng dễ_dàng rất_thoải_mái thư_giãn,30/04/2023,11:15,5,422205163,positive
7069,1603,khi sử_dụng em bị thâm mụn_viêm nhiều sài tầm tuần giảm viêm rõ_rệt,29/09/2022,9:08,5,422208181,positive
7070,312,nhận kem_dưỡng hồi trưa lần đầu_tiên sử_dụng test sản_phẩm ra_tay thấy rất_thích đọc bảng thành_phần thấy rất_an_toàn,25/11/2020,18:09,5,318900005,positive
7071,1484,là tín_đồ la roche phải nói là chai sử_dụng được,25/04/2021,16:29,5,204900159,positive
7072,1234,bông phấn_xài rất_được nha không_bị xước sơ_ra khi dùng chất dai nói_chung xài tốt,10/3/2024,10:53,5,422212331,positive
7074,969,mua tuýt thứ xài thấy,15/02/2023,16:09,5,422208181,positive
7075,297,thấy baifern pr instagram dùng thử xem hồi trưa dùng tẩy son_velvet tint thấy tẩy sạch_sẽ là,25/03/2021,22:14,5,422211489,positive
7076,2729,không_muốn nâng tone chọn em được nha phù_hợp da dầu mụn thấm nhanh kiềm dầu tốt lâu trôi,11/4/2023,5:37,5,422211276,positive
7077,2349,sử_dụng dễ_dàng rất_thoải_mái thư_giãn,1/5/2023,12:01,5,308500018,positive
7078,2611,giá_thành túi_tiền hsv sử_dụng kết_hợp dưỡng ẩm_da hồi nhìn sáng hơn,1/7/2022,22:28,5,371600006,positive
7079,1612,nhỏ hơn nghĩ,14/05/2022,10:55,5,422208181,positive
7080,182,dùng xong môi siêu_mịn người lớp ẩm môi,29/03/2021,21:23,5,422201374,positive
7081,2363,sử_dụng thư_giản,30/04/2023,14:09,5,308500013,positive
7082,2409,nặng mùi cồn,23/11/2022,11:12,5,308500015,positive
7083,4363,kem chống nắng xài da là da_dầu rất_thích dạng kcn sữa kcn biore thấm nhanh sau khi thấm thấy hơi_mát_mát da mặt học trường gần tiếng nma đi mặt khô_ráo không_bóng dầu,15/10/2022,13:25,5,213300001,positive
7084,662,đỉnh vl tiền ní,11/6/2023,12:20,5,422216594,positive
7085,96,dùng khoảng chai là bắt_đầu dài thấy rõ người dùng dùng,11/8/2023,16:10,5,256700017,positive
7086,747,thích loại sau khi dùng ké nhỏ bạn xài tốt không_mụn không_bí_da trộm_vía nâng_tông ổn,26/10/2022,14:44,5,422207413,positive
7087,1490,em là chân_ái đối_với sau lần thử loại sữa rửa mặt da mụn nhạy_cảm thấy em là hợp nhất em không_có mùi thơm độ làm sạch da phải công_nhận rất_sạch sau khi rửa không_hề bị khô mềm_thích khi sử_dụng gần hết tuýp đầu_tiên mặt sáng sạch mụn hơn rất_đáng mua người,25/08/2022,13:15,5,422206537,positive
7088,172,chân_ái,12/11/2022,22:04,5,422211447,positive
7089,2272,huhu mua không_hợp cần pas re,15/07/2023,10:45,5,422208183,positive
7090,231,sản_phẩm tốt,9/1/2022,11:37,5,205100136,positive
7091,477,xài tuýp sạch thích,12/12/2022,9:29,5,204900159,positive
7092,719,sản_phẩm tốt,17/04/2023,19:48,5,200400004,positive
7093,357,chân ái_đời xài chắc chai khả_năng kiềm dầu_ổn lên da để lại lớp finish cực_kỳ đẹp điều quan_trọng khả_năng chống nắng tốt da mặt kết_hợp một_số loại mỹ_phẩm khác kcn da_ưng quá_trời ưng bảo da mặt trắng hơn người mịn da dầu mụn mua nha da dầu xài rất_ổn keo kcn skin,13/11/2022,8:28,5,422207414,positive
7095,277,loại tẩy_trang yêu_thích tẩy sạch kcn không_bị khó_chịu sau khi tẩy_trang không_gây kích_ứng,15/06/2021,16:11,5,205100137,positive
7096,380,dạng gel có khả_năng tạo bọt tốt làm sạch sâu da giữ ẩm_tự_nhiên da đem lại cảm_giác tươi_mát sau lần sau tuần sử_dụng thấy giảm mụn sưng viêm đặc_biệt mụn đầu đen điều_tiết_lượng bã nhờn da không_làm khô bề_mặt da_rửa xong da mịn_màng thông_thoáng hơn trôm_vía da da dầu mụn nhạy_cảm_sài không_kích_ứng hiệu_quả mang lại,22/04/2024,15:35,5,201600182,positive
7097,679,sử_dụng dễ_dàng rất_thoải_mái thư_giãn,2/5/2023,10:00,5,422205162,positive
7098,1977,cần pas lại chai tinh_chất chống nắng skin aqua mint gren sử_dụng không_hợp sử_dụng được lần liên_hệ số điện_thoại zalo_nha mua hãng hasaki,22/03/2023,10:29,5,249500027,positive
7099,2442,xài rất_nhiều thương_hiệu xài thử miếng mầu hài_lòng chọn naruko xài màu xài thấy da đẹp đắp lần thấy hiệu_quả rõ_rệt xài tuần thấy da cải_thiện nhiều lỗ chân lông nhỏ da không_còn dầu đặc_biệt là màu trắng kết_hợp mặt_hợp mặt_nạ ngủ màu trắng,30/08/2020,22:36,5,308500004,positive
7100,2054,chống nắng sunplay tuyệt_vời sài biết_bao_nhiêu chai chưa_đổi hãng khác,18/07/2022,10:08,5,422207413,positive
7101,1136,dạ em bị sần nhma da dễ kích_ứng có dùng sản_phẩm được,9/8/2024,17:17,4,422211240,positive
7102,1706,bán tăng bạn có sử_dụng có lần san_phẩm tốt,13/09/2024,20:58,5,100220035,positive
7103,1831,sản_phẩm rất_tốt,28/06/2021,8:08,5,422216602,positive
7104,1276,khi giao hàng bọc thêm túi_khí bên ngoài tránh va_đập ảnh_hưởng chất_lượng,13/05/2022,10:10,4,422216603,positive
7105,1254,tất_cả tốt_trừ giao hàng lấy hơn tiền sản_phẩm bảo bên hasaki lấy thêm giao hàng,22/07/2024,11:53,4,422208913,positive
7106,688,sử_dụng dễ_dàng rất_thoải_mái thư_giãn,29/04/2023,16:44,5,308500013,positive
7107,685,sử_dụng,30/04/2023,14:57,5,422205164,positive
7108,683,mùi hương dễ_chịu làm mát nhanh giá_thành ổn,30/04/2023,9:27,5,422206537,positive
7109,1384,da em h thiên_dầu bôi lên mát thấm nhanh_dưỡng ẩm tốt sáng ra da không_đổ dầu nhiều lúc dùng nhưng_mà dùng hơi_hao,13/03/2022,11:19,5,422200306,positive
7110,4188,không_nên mua sản_phẩm quá_kém,18/04/2023,15:07,1,422211878,negative
7111,241,làm sạch ổn không_có gây đổ dầu,16/10/2021,23:03,4,422206648,positive
7112,1085,sử_dụng dễ_dàng rất_thoải_mái thư_giãn,28/04/2023,10:00,5,308500018,positive
7113,2989,kem xài oke chất kem trắng_đặc không_mùi lần xài lấy ít đủ da mướt mườn mượt,28/02/2022,9:44,5,422204167,positive
7114,1856,dịu nhẹ xài thời_gian dài,28/05/2022,17:47,5,224100009,positive
7115,1156,sản_phẩm tốt_nhẹ phù_hợp nhiều loại da tiếp_tục mua,14/03/2022,9:45,5,200900037,positive
7116,2200,không_xứng_đáng giá tiền chất_lượng,9/11/2020,16:16,1,308500015,negative
7117,816,là loại nước tẩy_trang ưng_ý dịu nhẹ thơm thoang_thoảng thanh_mát không_kích_ứng không_ửng đỏ tẩy_trang sạch,23/02/2020,13:35,5,100230057,positive
7118,1024,dùng tạm được có nhiều lỗi nhỏ,18/11/2023,10:52,2,249500019,negative
7119,2226,mùi ngọt_xỉu muốn ăn dưỡng_ẩm môi cực_tốt màu đo đỏ nhìn mỏ xinh,7/3/2024,7:50,5,200500283,positive
7120,4377,,16/10/2018,13:39,5,100750038,positive
7121,2928,được so_sánh bnbg nhma thấy cấp ẩm không_tốt bnbg rất_tốt tầm_giá da dầu da đủ ẩm thoải_mái sau ngày mặt_nạ không_cần,27/03/2024,22:14,5,422207148,positive
7122,1934,tẩy da chết body mặt rất_ổn,18/11/2023,12:57,5,422207812,positive
7123,3075,mang hộp méo_mó biến_dạng định nhận ra hộp bị rách dễ mở hơn sản_phẩm bọc kín nhưng_mà không_có miếng đè lên kem bị đổ lên nắp ảnh giá không_đòi_hỏi,8/10/2024,23:32,4,357100008,positive
7124,196,hàng hada yên_tâm gần rất_ít thấy kêu bị kích_ứng đợt dùng em thấy lỗ chân lông nhỏ đi_nữa cơ người nhớ phải làm đúng theo quy_trình nhũ hóa kỹ cẩn_thận có_thể lại thêm lần bông tẩy_trang dạng nước nói_chung ngon_bổ rẻ,14/07/2022,19:48,5,224100022,positive
7125,2351,mùi hương dễ_chịu làm mát nhanh giá_thành ổn,1/5/2023,9:36,5,422206537,positive
7126,763,,24/01/2022,14:33,5,100230057,positive
7127,2041,mua rất_nhiều lần kem chống nắng sh đợt kcn nghe mùi cồn nồng_kinh,18/10/2022,11:00,3,249500027,negative
7128,245,tốt nè không_đòi thêm hợp,25/09/2021,21:50,5,422208807,positive
7129,2655,dạo xừ ra lau bị tưa lônh quad chừng,13/12/2022,10:31,3,422203809,negative
7130,2687,tỉnh_lẻ đặt tối chiều hôm sau nhận hàng quá_nhanh chất_lượng quá_tốt giá rất_rẻ lần sau ủng_hộ shop nhiều,20/09/2020,5:19,5,243300007,positive
7131,1207,,14/04/2020,12:30,5,345800001,positive
